id,Name,Writer,Likes,Genre,Rating,Subscribers,Summary,Update,Reading Link
543,The Cliff,Sungdae Oh,"98,531",Thriller,9.32,68.6K,"Tensions rise as two men wait for someone to save their lives after falling and getting stranded on the cliffside of a dangerous hiking trail. When days pass with no indication of help, the cliff becomes a stage for confrontation, violence, and madness.",COMPLETED,https://www.webtoons.com/en/thriller/the-cliff/list?title_no=80
544,Have You Any Fear?,Various Artists,"1,67,542",Horror,8.6,202K,A seasonal anthology exploring the sinister nature of classic children's nursery rhymes.,COMPLETED,https://www.webtoons.com/en/horror/have-you-any-fear/list?title_no=1197
545,Rotten,Goodguy,1.1M,Thriller,9.68,386.1K,"Jaeshin sees dead people, and Officer Han can sniff out evil. Literally. Their search for a missing friend leads them and professional stuntwoman Yuhyeon into a tangled web of vile cover-ups and twisted violence. Can they handle the overpowering stench of evil?",COMPLETED,https://www.webtoons.com/en/thriller/rotten/list?title_no=2134
546,Delusion,Hongjacga,"8,02,309",Thriller,9.79,189.6K,"It's 1935 in Gyeongseong, and struggling artist Iho Yun has been commissioned by the reclusive, elderly Madam Jeonghwa Song to paint a portrait. Madam Jeonghwa Song allows Iho to set eyes upon her -- an unprecedented event -- and standing before him is a young woman. But why does she ask him to paint an elderly version of her? ""Don't finish the portrait."" Tucked between the previous artist's paint tubes is an ominous letter. Iho learns that no artist has left Madam Song's abode alive or of sound mind. Just what is she hiding and what will happen if Iho finishes the portrait?",COMPLETED,https://www.webtoons.com/en/thriller/delusion/list?title_no=2470
547,Rot & Ruin,Taylor Grant / Alempe,1.4M,Horror,9.61,361.8K,"Benny Imura and his friends must navigate a post-apocalyptic zombie-infected America in which teenagers are forced to find labor or face starvation. When Benny grudgingly joins his annoying older brother Tom as an apprentice zombie hunter, he soon discovers that almost everything he believed about his sheltered life is wrong--and zombies aren't the greatest thing to fear in the Rot & Ruin.
 
 Based on the novel Rot & Ruin by Jonathan Maberry.",COMPLETED,https://www.webtoons.com/en/horror/rot-and-ruin/list?title_no=1878
548,Elena,Jorge Jaramillo,"2,13,613",Horror,9.52,97.7K,Web graphic novel about a larger than life love story. Every week a new page will be unveiled.,COMPLETED,https://www.webtoons.com/en/horror/elena/list?title_no=484
549,Ghost Teller,QTT,5M,Horror,9.86,966K,You think your ghost stories are scary? Try listening to these stories from the ghosts themselves.,COMPLETED,https://www.webtoons.com/en/horror/ghost-teller/list?title_no=1307
550,Epilogue,Cho Seok,"1,56,290",Thriller,9.49,67.1K,"What would you do if you discovered that the third-rate story in your free daily newspaper was actually an account of someone's murder? As Haesu Choi goes through his daily morning newspaper, ""Rotary N,"" to look for jobs, he stumbles across an ongoing serial thriller called ""Epilogue."" At first glance it just seems like pulp fiction, but as the story progresses, the characters turn out to be real-life victims. Get ready for a series full of twists and turns, with murder around every corner.",COMPLETED,https://www.webtoons.com/en/thriller/epilogue/list?title_no=2610
551,DEAD DAYS,DEY,"5,26,116",Horror,9.67,200.7K,"Beginning on the 4th day after a zombie virus broke out, this is a story about the will to live, human instincts and our selfish desires. A thrilling tale about the survivors of a zombie apocalypse.",COMPLETED,https://www.webtoons.com/en/horror/dead-days/list?title_no=293
552,Bite Me,AffectedMind,1.3M,Thriller,8.26,426.5K,"Tiana moved to Mainland to study and have peaceful life. Unfortunately Tyler, her schoolmate won't let this happen, as it turned he's a vampire and bites her. Soon the strange things start to happen. Tiana tries to push him away afraid he will abuse her. However affection towards him seem to be stronger. Will addiction turn into something more? Or after discovering the truth she will turn her back to him?",COMPLETED,https://www.webtoons.com/en/thriller/bite-me/list?title_no=1019
553,Live Forever,RaÃºl Trevino,"8,11,022",Thriller,9.42,248.1K,"After a tragedy, Sarah's conviction to never lose another loved one drives her to discover a formula for eternal life that provokes a fatal crisis.",COMPLETED,https://www.webtoons.com/en/thriller/live-forever/list?title_no=1312
554,HIVE,Kyusam Kim,2.7M,Thriller,9.66,443.9K,Gigantic oxygen-doped bees are attempting to dominate the human race by reversing the food chain. Lee is a mid-level manager at a large company who only has one thing on his mind: to save his family from the bug-apocalypse.,COMPLETED,https://www.webtoons.com/en/thriller/hive/list?title_no=65
555,S.I.D.,Sadaham,1.8M,Supernatural,9.69,284.5K,"After an incident leaves young Simoon with the ability to see ghosts, his memories are sealed away by his grandmother who wants him to live a normal life. When his sight suddenly reawakens years later, Simoon must use his newfound powers as a member of the special Supernatural Investigation Department, or S.I.D.",COMPLETED,https://www.webtoons.com/en/supernatural/sid/list?title_no=497
556,DEEP,TOWOO / Tae Heon Kim,"1,97,725",Thriller,9.14,112.9K,Families that went missing decades ago...started to resurface.,COMPLETED,https://www.webtoons.com/en/thriller/deep/list?title_no=364
557,FINALITY,Warren Ellis / Colleen Doran,"22,238",Mystery,8.13,31K,"FELICITY ROCKALL was the world's greatest criminal investigator. She retired at the age of 35 after spending ten years working for international criminal courts. A young agent from the White House's Intelligence Support Activity, AMY ASH, is reluctantly sent to get her. There's been a murder, one apparently insoluble, and Rockall's skills are required one more time.",COMPLETED,https://www.webtoons.com/en/mystery/finality/list?title_no=1457
558,Varsity Noir,Kate Glasheen,"1,80,237",Mystery,9.45,52.7K,"Think your teen years were dark? Try being John - a recovering addict fresh out of rehab. And now his biggest challenge yet, re-integrating back into the ruthless social cesspool that is high school. 
 
 There are temptations around every corner, but hey, his mom still believes in him (that's what moms do) and his best friend Brad has never stopped having his back , even when it's not exactly in his own self-interest to do so.
 
 No, it's not going to be easy to turn things around , especially when Brad finds himself way in over his head out on the streets , leaving John to figure out a way to help his palâ€¦before it's too late. Maybe John won't be going straight as soon as he'd hoped after all.",COMPLETED,https://www.webtoons.com/en/mystery/varsity-noir/list?title_no=1613
559,Simon Sues,Myung Hee,"4,89,423",Supernatural,9.14,152.6K,"â€‹Simon was a shining star in law school, but instead of joining a traditional practice with mortal stakes, he's about to be thrown into a world of unspeakable courtroom evil. Now, all that stands between peace on Earth and the fall of mankind is Simon's unique law practice , where demons stand trial and this hungry young attorney sends them back to hell.",UP EVERY THURSDAY,https://www.webtoons.com/en/supernatural/simon-sues/list?title_no=1619
560,#Killstagram,Ryoung,3.3M,Thriller,9.29,818.2K,"Remi Do has everything -- she's super pretty, has the best brand sponsorships on social media, and gets 10,000 likes within seconds of posting a selfie. Oh, and she also has a serial-killing stalker following her every move.",UP EVERY SATURDAY,https://www.webtoons.com/en/thriller/killstagram/list?title_no=1971
561,Evelyne and the Occult,InksOwl comics,"1,91,371",Supernatural,9.43,242.1K,"Enamored with the occult and the supernatural, young Evelyne is determined to make contact with whatever might be hiding beyond this world. Little does she know, this dark path will lead her far beyond her wildest dreams. Join Evie and her friends Leo, Ana and Sam on their fun and spooky adventures and see how far their curiosity will lead them.",UP EVERY SUNDAY,https://www.webtoons.com/en/supernatural/la-tenebrosa-evelyne/list?title_no=3182
562,Stagtown,Punko,"8,76,729",Horror,9.79,164.3K,"Something is wrong with the town Frankie grew up in. Hidden away from the world on the other side of an old stone bridge, the people of Stagtown spend every day trying not to see the strange things that go on around them. From the creator of Tokyopop's best-selling OEM series comes the spiritual successor to Bizenghast.",UP EVERY TUESDAY,https://www.webtoons.com/en/horror/stagtown/list?title_no=2532
563,Wolfsbane,Ryan Cady / Morgan Beem,"1,44,341",Horror,9.68,66.3K,"Following in her father's legacy, Quinn's entire life has been devoted to slaying werewolves. But when a young victim falls into her care, and her stash of inherited silver bullets begin to run low... the horror of the monsters grow stronger.",COMPLETED,https://www.webtoons.com/en/horror/wolfsbane/list?title_no=1826
564,Third Shift Society,Meredith Moriarty,"8,66,428",Supernatural,9.78,376.9K,"Life's funny. One minute you're jobless, deep in debt and on the verge of eviction; the next you're in a fight with a monster and getting a job working for a Paranormal Detective with the head of a Jack-o-Lantern. It's an age-old story. Now the financially-challenged Ellie (who's just discovered she has strong psychic powers) and her Pumpkin-headed boss Ichabod have to team up and fight the things that go bump in the night.",UP EVERY FRIDAY,https://www.webtoons.com/en/supernatural/third-shift-society/list?title_no=1703
565,Adamsville,Michael Regina,"1,84,981",Mystery,9.32,60.4K,"""Adamsville"" is an all ages series about two middle school friends who must work together to solve a series of supernatural mysteries in their hometown. What they discover is a vast conspiracy that threatens to destroy everything they know about their lives, town and their future. Now they're the only one's who can stop the coming catastrophe.",COMPLETED,https://www.webtoons.com/en/mystery/adamsville/list?title_no=502
566,WEBTOON Now,LOZOLZ / Wyatt the Cat,1.9M,Informative,9.25,459.2K,Get your WEBTOON news here!,UP EVERY MONDAY,https://www.webtoons.com/en/tiptoon/webtoon-now/list?title_no=2025
